옥수수 버터구이(6개),178,481,0,36,0
치킨퐁듀 그라탕,176,370,0,36,0
퀴노아 치킨 샐러드,358,827,0,32,0
트러플 리조또,137,121,0,8,0
포테이토 순살치킨(3조각),285,650,0,17,0
프레시 코울슬로,305,729,0,42,0
프레시 콘샐러드,100,133,0,1,0
프렌치 라따뚜이,100,135,0,2,0
하프&하프 스파게티 (NEW 치즈 & 화이트 크림),329,382,0,20,0
화이트 크림 스파게티,395,705,0,28,0
NEW 치즈 볼로네즈 스파게티,392,851,0,29,0
티본스테이크&쉬림프(클래식)M,188,433,0,22,0
티본스테이크&쉬림프(클래식)L,101,226,0,11,0
티본스테이크&쉬림프(크런치)M,123,292,0,13,0
티본스테이크&쉬림프(크런치)L,121,292,0,13,0
티본스테이크&쉬림프(리치골드)M,118,286,0,14,0
티본스테이크&쉬림프(리치골드)L,113,274,0,13,0
티본스테이크&쉬림프(치즈크러스트)M,106,260,0,14,0
티본스테이크&쉬림프(치즈크러스트)L,105,254,0,13,0
더블치즈 티본스테이크(클래식)M,196,466,0,23,0
더블치즈 티본스테이크(클래식)L,199,471,0,22,0
더블치즈 티본스테이크(크런치)M,117,284,0,13,0
더블치즈 티본스테이크(크런치)L,118,285,0,13,0
더블치즈 티본스테이크(리치골드)M,115,282,0,14,0
더블치즈 티본스테이크(리치골드)L,110,267,0,13,0
더블치즈 티본스테이크(치즈크러스트)M,103,257,0,14,0
더블치즈 티본스테이크(치즈크러스트)L,101,248,0,13,0
쉬림프올인(클래식)M,192,392,0,23,0
쉬림프올인(클래식)L,100,207,0,12,0
쉬림프올인(크런치)M,117,274,0,12,0
쉬림프올인(크런치)L,124,290,0,13,0
쉬림프올인(리치골드)M,116,274,0,14,0
쉬림프올인(리치골드)L,116,270,0,13,0
쉬림프올인(치즈크러스트)M,104,247,0,13,0
쉬림프올인(치즈크러스트)L,107,249,0,13,0
갈릭버터쉬림프(클래식)M,187,440,0,21,0
갈릭버터쉬림프(클래식)L,101,233,0,11,0
갈릭버터쉬림프(크런치)M,120,294,0,13,0
갈릭버터쉬림프(크런치)L,127,312,0,14,0
갈릭버터쉬림프(리치골드)M,119,294,0,15,0
갈릭버터쉬림프(리치골드)L,118,293,0,15,0
갈릭버터쉬림프(치즈크러스트)M,107,266,0,14,0
갈릭버터쉬림프(치즈크러스트)L,110,271,0,14,0
토핑킹(크런치)M,118,297,0,13,0
토핑킹(크런치)L,123,310,0,14,0
토핑킹(리치골드)M,117,297,0,16,0
토핑킹(리치골드)L,114,291,0,15,0
토핑킹(치즈크러스트)M,105,270,0,14,0
토핑킹(치즈크러스트)L,106,269,0,14,0
치즈킹(크런치)M,123,322,0,15,0
치즈킹(크런치)L,126,331,0,15,0
치즈킹(리치골드)M,122,322,0,17,0
치즈킹(리치골드)L,117,311,0,17,0
치즈킹(치즈크러스트)M,110,295,0,16,0
치즈킹(치즈크러스트)L,109,290,0,16,0
큐브스테이크(크런치)M,121,304,0,12,0
큐브스테이크(크런치)L,129,321,0,13,0
큐브스테이크(리치골드)M,120,304,0,15,0
큐브스테이크(리치골드)L,121,301,0,14,0
큐브스테이크(치즈크러스트)M,108,276,0,14,0
큐브스테이크(치즈크러스트)L,113,280,0,13,0
갈릭마블 스테이크(크런치)M,118,284,0,12,0
갈릭마블 스테이크(크런치)L,124,300,0,13,0
갈릭마블 스테이크(리치골드)M,117,284,0,13,0
갈릭마블 스테이크(리치골드)L,116,300,0,14,0
갈릭마블 스테이크(치즈크러스트)M,105,257,0,13,0
갈릭마블 스테이크(치즈크러스트)L,107,259,0,13,0
쉬림프&스테이크 올인(크런치)M,117,278,0,12,0
쉬림프&스테이크 올인(크런치)L,123,294,0,13,0
